clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,freq_anger,bi_anger,freq_anticipation,bi_anticipation,freq_disgust,bi_disgust,freq_fear,bi_fear,freq_joy,bi_joy,freq_love,bi_love,freq_optimism,bi_optimism,freq_pessimism,bi_pessimism,freq_sadness,bi_sadness,freq_surprise,bi_surprise,freq_trust,bi_trust
hard dance devil back\nso shake,[],0,0,0,0,0,0,0,0,0,0,0,0.003303560504098862,0.0,0.0029206919793304874,0.0,0.004185101040296544,0.0,0.0033620508510191216,0.0,0.004232540769326528,0.0,0.003310162197947699,0.0,0.00411522633744856,0.0,0.005105105105105105,0.0,0.005453719133464627,0.0,0.00399400898652022,0.0,0.0010183299389002036,0.0
tiller breezy collab album rapping singing prolly fire,[],0,0,0,0,1,1,0,0,0,0,0,0.005016517802520494,0.0,0.0038193664345090987,0.0,0.004304675355733588,0.0,0.0016810254255095608,0.0,0.008714054525084027,0.000351493848857645,0.010261502813637868,0.0011844331641285956,0.006025867136978249,0.0,0.0012012012012012011,0.0,0.002423875170428723,0.0,0.00399400898652022,0.0,0.002036659877800407,0.0
girl hit car get lucky scratch also spared wrath sleep deprived kait upsidedownface,[],1,0,0,0,0,0,0,0,1,0,0,0.030221460907867363,0.0005814516910553348,0.020669512469108066,0.00011717834544176236,0.027741241181394236,0.0,0.023114099600756458,0.0001958672020370189,0.022407568778787502,0.00010042681395932714,0.015888778550148953,0.00033840947546531303,0.02248677248677249,0.00012271444348999877,0.023423423423423424,0.0,0.030904408422966226,0.0007940386024920596,0.012980529206190715,0.0,0.015274949083503055,0.0
btuk broadband shocking regretting signing angry shouldofgonewithvirgin,"['angry', 'shouldofgonewithvirgin']",1,0,1,0,0,0,0,0,0,0,0,0.020066071210081977,0.0002907258455276674,0.001797348910357223,0.0,0.017816573000119573,0.000471120324130783,0.004202563563773902,0.0,0.0016183244118013196,0.0,0.0009930486593843098,0.0,0.002204585537918871,0.0,0.0009009009009009008,0.0,0.007574609907589759,0.0,0.03295057413879182,0.0013218770654329147,0.0010183299389002036,0.0
people need look definition protest protesting called vandalism angry stop,"['angry', 'stop']",1,0,1,0,0,0,0,0,1,0,0,0.04869692891227212,0.0008721775365830021,0.017973489103572233,0.0,0.04675355733588425,0.0008480165834354094,0.02269384324437907,9.793360101850946e-05,0.021660649819494587,0.0,0.013902681231380337,0.0,0.023515579071134624,0.0,0.018018018018018018,0.0,0.02908650204514468,0.000610798924993892,0.00998502246630055,0.0,0.010692464358452138,0.0
bitchesthecat look teef growl,['growl'],1,0,1,1,0,0,0,0,0,0,0,0.005016517802520494,0.00024227153793972284,0.0026960233655358348,0.0,0.004782972617481764,0.0001413360972392349,0.0033620508510191216,0.00029380080305552837,0.005975351674343334,0.0,0.004303210857332009,0.0,0.004556143445032334,0.0,0.0027027027027027024,0.0,0.0027268595667323133,0.0,0.00599101347978033,0.0006609385327164573,0.0015274949083503055,0.0
star trek online update download fuming yay,[],1,0,1,0,1,0,0,0,1,0,0,0.012847179738162242,0.0002907258455276674,0.0024713547517411817,0.0,0.010522539758459884,0.0002826721944784698,0.0016810254255095608,0.0,0.0034856218100336113,0.00030128044187798143,0.00033101621979476995,0.0,0.0019106407995296885,0.0,0.0009009009009009008,0.0,0.006059687926071808,0.0003664793549963352,0.0004992511233150275,0.0,0.0010183299389002036,0.0
bitter battle sweeter victory,[],0,0,0,0,1,0,1,0,0,0,0,0.006851829193686529,0.0,0.002471354751741182,0.0,0.006337438718163339,0.0,0.0004202563563773902,0.0,0.003983567782895556,0.0001506402209389907,0.0023171135385633896,0.0,0.0051440329218107,0.00018407166523499817,0.0024024024024024023,0.0,0.005453719133464627,0.0,0.0014977533699450825,0.0,0.004582484725050916,0.0
cant stop finished dejected luckily one bathroom stall wait pants dry,[],1,0,1,0,0,0,0,0,1,0,0,0.021167258044781596,0.0004845430758794456,0.01797348910357223,0.0,0.021882099724979072,0.000471120324130783,0.014498844295019962,0.0,0.018672973982322916,0.0,0.012578616352201257,0.0,0.017930629041740153,0.0,0.016816816816816817,0.0,0.020905923344947737,0.000610798924993892,0.008487269096355467,0.0,0.01120162932790224,0.0
nhlexpertpicks usahockey usa embarrassing watch last time guys game horrible joke,"['horrible', 'joke']",1,0,1,0,0,0,0,0,0,0,0,0.03376972959745503,0.0009206318441709467,0.024264210289822515,0.00011717834544176236,0.03348080832237235,0.0008951286158484877,0.02437486866988863,0.0,0.03423378563425868,0.00020085362791865427,0.022840119165839126,0.0,0.02836566725455614,0.00024542888697999754,0.01831831831831832,0.0,0.02757158006362672,0.0001221597849987784,0.01797304043934099,0.00033046926635822867,0.012729124236252545,0.0
newyork several baloch amp indian activists hold demonstrations outside headquarters demanding pak stop exporting terror india,"['NewYork', 'Baloch', 'terror']",0,0,0,1,0,0,0,0,1,0,0,0.02985439862963416,0.0,0.0195461694001348,0.0,0.03204591653712782,0.0,0.04349653288505989,0.0014690040152776412,0.02340346072451139,0.0,0.016219794769943723,0.0,0.02366255144032922,0.0,0.017117117117117116,0.0,0.026662626874715958,0.0009161983874908379,0.015476784822765852,0.0,0.01680244399185336,0.0
awareness time awareness time lost awareness time,"['awareness', 'time']",0,0,0,0,1,1,1,0,0,0,0,0.03107793955707818,0.0,0.022017524151875984,0.0,0.028697835704890592,0.0,0.027526791342719056,0.0,0.04357027262542014,0.0006527742907356264,0.033763654419066536,0.0020304568527918783,0.04262198706643151,0.0007362866609399927,0.02972972972972973,0.0,0.044690198454779576,6.10798924993892e-05,0.007488766849725412,0.0,0.01374745417515275,0.0
glee filled normy dry humping recent high profile celebrity break pathetic amp wrong world today,[],1,0,1,0,0,0,0,0,0,0,0,0.03083323137158938,0.0006783603062312239,0.02426421028982251,0.0,0.03132847064450556,0.0006595684537830961,0.026686278629964276,0.0,0.04108054276111042,0.0,0.033101621979477,0.0,0.03703703703703704,0.0,0.025225225225225224,0.0,0.03423723678230571,0.0,0.0199700449326011,0.0,0.023421588594704685,0.0
zorefx guys see next video fucking horrid,[],1,0,1,1,0,0,0,0,1,0,0,0.024837880827113665,0.000339180153115612,0.017299483262188272,0.0,0.0233169915102236,0.00032978422689154815,0.017020382433284305,0.0006855352071295661,0.016681190090875143,0.0,0.00827540549486925,0.0,0.014403292181069957,0.0,0.010510510510510511,0.0,0.019391001363429784,0.0003664793549963352,0.010983524712930605,0.0,0.0050916496945010185,0.0
fucking muppet jrwild1 stalker,['stalker'],1,0,1,0,0,0,0,0,0,0,0,0.010644806068763,0.00024227153793972284,0.00022466861379465288,0.0,0.008489776396030132,0.0001413360972392349,0.0035721790292078167,0.0,0.001120378438939375,0.0,0.0006620324395895399,0.0,0.0004409171075837742,0.0,0.0018018018018018018,0.0,0.0030298439630359036,0.0,0.0004992511233150275,0.0,0.0005091649694501018,0.0
adamrodricks like optimism,[],0,0,0,0,1,0,1,0,0,0,0,0.022635507157714424,0.0,0.012806110986295215,0.0,0.02379528877197178,4.7112032413078303e-05,0.012817818869510401,0.0,0.021038217353417155,0.0001506402209389907,0.011254551473022179,0.0,0.024103468547912992,0.00018407166523499817,0.01921921921921922,0.0,0.02014846235418876,0.0,0.010983524712930605,0.0,0.016293279022403257,0.0
cat bloody lucky rspca open 3am last night fuming poutingface catface,['fuming'],1,0,1,0,1,0,0,0,0,0,0,0.021779028508503613,0.0008721775365830022,0.010559424848348686,0.00046871338176704945,0.01972976204711228,0.000942240648261566,0.010926665265812145,0.0005876016061110567,0.013195568280841528,0.0008536279186542806,0.010592519033432638,0.0005076142131979696,0.00940623162845385,0.00024542888697999754,0.009009009009009009,0.0007476076555023923,0.01514921981517952,0.000610798924993892,0.0064902646030953574,0.0009914077990746861,0.004582484725050916,0.00031377470975839345
faithhill remember well happy afraid positive,"['happy', 'afraid', 'Positive']",0,0,0,1,1,1,1,0,0,0,0,0.008320078306619356,0.0,0.010559424848348686,0.00011717834544176236,0.008250627765156044,0.0,0.01933179239335995,0.0004896680050925472,0.03373583966139674,0.00045192066281697207,0.037073816617014234,0.0013536379018612521,0.03321575543797766,0.0005522149957049945,0.010510510510510511,0.0,0.011816391455840023,0.0,0.011482775836245632,0.0,0.012729124236252545,0.0
autocorrect changes resent greatly,[],1,0,1,0,0,0,0,0,0,0,0,0.0023247277621436437,0.00014536292276383372,0.00044933722758930576,0.0,0.002152337677866794,0.0001413360972392349,0.0004202563563773902,0.0,0.0004979459728619445,0.0,0.00033101621979476995,0.0,0.0004409171075837742,0.0,0.0009009009009009008,0.0,0.0009089531889107711,0.0,0.0,0.0,0.0,0.0
mean done watching pilot nice see group actors perform without story lines dripping relentless nihilism,[],1,0,1,0,1,0,1,0,0,0,0,0.01969900893184877,0.0006783603062312239,0.018422826331161535,0.0,0.019371039100801152,0.0006595684537830961,0.01765076696785039,9.793360101850946e-05,0.026764596041329514,0.0008034145116746169,0.01787487586891758,0.00016920473773265651,0.02527924750146972,0.0008590011044299913,0.015015015015015013,0.0,0.020905923344947737,0.0,0.011482775836245632,0.0,0.009164969450101835,0.0
waterboysas would never strategically vote someone agree lot clinton vote based fear negativity,[],1,0,1,1,0,0,0,0,0,0,0,0.033157959133733025,0.0006299059986432793,0.023590204448438554,0.00011717834544176236,0.03336123400693531,0.0006124564213700178,0.04307627652868249,0.0012731368132406224,0.023278974231295903,5.021340697966357e-05,0.018536908308507113,0.00016920473773265651,0.03497942386831276,6.135722174499939e-05,0.023423423423423424,0.00014952153110047846,0.026814119072867744,0.0,0.01597603594608088,0.0,0.028513238289205704,0.0
roguecoder250 much trouble think rev see funny side project,[],0,0,0,1,1,0,0,0,1,0,0,0.021167258044781596,0.0,0.021568186924286675,0.0,0.021403802463230898,0.0,0.02269384324437907,0.0015669376162961508,0.030997136810656044,0.0004017072558373086,0.020523005627275735,0.0,0.026748971193415638,0.0,0.023723723723723725,0.0,0.025299197091349798,0.0004886391399951136,0.010983524712930605,0.0,0.015274949083503053,0.0
jenny69 people always get offended everyone situation different kids mean settle,[],1,0,1,0,0,0,0,0,1,0,0,0.05848525633182429,0.0006299059986432793,0.02651089642776904,0.0,0.05608035393997369,0.0006124564213700178,0.029838201302794708,9.793360101850946e-05,0.032864434208888335,0.00010042681395932714,0.026812313803376363,0.0,0.03865373309817754,6.135722174499939e-05,0.033033033033033045,0.0,0.04817451901227087,0.000610798924993892,0.01797304043934099,0.0,0.0264765784114053,0.00031377470975839345
find way top glee,['glee'],0,0,0,0,1,1,1,0,0,0,0,0.009298911048574575,0.0,0.009660750393170074,0.00011717834544176236,0.011239985651082147,4.7112032413078303e-05,0.009245639840302584,0.0,0.015311838665504795,0.0001506402209389907,0.016550810989738495,0.0005076142131979696,0.013080540858318637,0.0003067861087249969,0.008408408408408409,0.0,0.011361914861384638,0.0001221597849987784,0.0074887668497254116,0.0,0.010692464358452138,0.0006275494195167869
aliki111 haters low self worth self righteous delusions cower thought change change inevitable,[],1,0,1,0,0,0,0,0,0,0,0,0.010400097883274196,0.0006299059986432793,0.005841383958660976,0.0,0.010402965443022839,0.0006124564213700178,0.005673460811094768,0.0,0.009087514004730486,5.021340697966357e-05,0.0029791459781529296,0.0,0.010435038212815991,6.135722174499939e-05,0.011711711711711712,0.00014952153110047846,0.008938039690955916,0.0,0.002995506739890165,0.0,0.004073319755600814,0.0
smile every morning positive head start clients relations,"['smile', 'clients']",0,0,0,0,1,0,1,0,0,0,0,0.010033035605040989,0.0,0.016625477420804315,0.0,0.010761688389333971,0.0,0.01113679344400084,0.0,0.031121623303871533,0.000351493848857645,0.028136378682555443,0.0,0.03350970017636684,0.00042950055221499566,0.008708708708708709,0.0,0.011816391455840024,0.0,0.00798801797304044,0.0,0.01883910386965377,0.0
saved ordering risk life panic stayed calm rescued,[],0,0,0,0,0,0,1,0,0,0,0,0.007341245564664138,0.0,0.006740058413839586,0.0,0.008131053449719,0.0,0.02185333053162429,0.0,0.011826216855471182,0.0,0.008606421714664018,0.0,0.0154320987654321,0.00042950055221499566,0.015615615615615615,0.0,0.014391758824420542,0.0,0.0044932601098352475,0.0,0.007128309572301426,0.0
slaveguinevere little prick sting come tennessee get it1,[],0,0,0,0,0,0,0,0,0,0,0,0.02410375627064725,0.0,0.020669512469108066,0.0,0.021882099724979075,0.0,0.01660012607690691,0.0,0.02340346072451139,0.0,0.015888778550148957,0.0,0.023515579071134628,0.0,0.01711711711711712,0.0,0.024087259506135435,0.0,0.013479780329505742,0.0,0.01731160896130346,0.0
imtarakate uggh really horrible bad person stretch imagination hope person realizes,[],0,0,1,1,0,0,1,0,0,0,1,0.026306129940046497,9.690861517588914e-05,0.015502134351831048,0.0,0.03120889632906852,0.0005653443889569395,0.03193948308468166,0.0011752032122221132,0.018175028009460973,0.0,0.014895729890764648,0.0,0.022780717225161666,0.0006135722174499938,0.02192192192192192,0.0,0.028480533252537493,6.10798924993892e-05,0.010983524712930605,0.0,0.01985743380855397,0.003137747097583934
young people bitter older contestants probably know make bakewell tarts facewithtearsofjoy gbbo,['GBBO'],1,0,1,0,1,0,0,0,1,0,0,0.053835800807537006,0.0006299059986432793,0.02875758256571557,0.0,0.05428673920841803,0.0006595684537830961,0.031939483084681655,0.0003917344040740378,0.04917216482011701,0.0006025608837559629,0.029129427341939754,0.0,0.04482657260435039,6.135722174499939e-05,0.03063063063063063,0.0,0.04620512043629753,0.0007329587099926704,0.026460309535696457,0.0,0.020875763747454177,0.0
living depression mean must defeated it\nevery day new day yesterday decide today looks like,['depression'],0,0,0,0,0,0,1,0,1,0,0,0.053468738529303804,0.0001453629227638337,0.043361042462368,0.0005858917272088118,0.05536290804735143,0.0002355601620653915,0.04328640470687119,0.00029380080305552837,0.07531432839536911,0.0004519206628169721,0.05858987090367427,0.00033840947546531303,0.07128159905937684,0.0012885016566449871,0.05405405405405406,0.0005980861244019139,0.07256476291470991,0.0009772782799902272,0.03245132301547679,0.0009914077990746861,0.03309572301425662,0.0
wake fresh terror threat sounding alert mumbai praying safety amp security everybody city maharashtra news,"['terror', 'Mumbai', 'Maharashtra', 'news']",0,0,0,1,0,0,0,0,0,0,0,0.025082589012602474,0.0,0.015277465738036396,0.0,0.026186775080712668,0.0,0.03656230300483295,0.0014690040152776412,0.024274866177019797,0.0,0.015557762330354186,0.0,0.022192827748383305,0.0,0.015315315315315315,0.00014952153110047846,0.024087259506135435,0.0,0.012980529206190715,0.0,0.015274949083503055,0.0
tamrabarney shannonbeador rhockellydodd tamra would swung tamra\nkelly piece pileofpoo needstobeadmitted bully,"['needstobeadmitted', 'bully']",1,0,1,0,0,0,0,0,0,0,0,0.01969900893184877,0.0009206318441709467,0.011233430689732645,0.0,0.01745785005380844,0.000471120324130783,0.008194998949359109,0.0,0.009709946470807916,0.0004519206628169722,0.005627275736511089,0.0,0.008965314520870077,0.0,0.008408408408408409,0.0,0.01196788365399182,0.0,0.004992511233150275,0.0,0.009164969450101833,0.0
accusd india violations kashmir refusd name india role fomenting terror pakistan ttp bla amp mqmshame,['ZH'],1,0,1,0,0,0,0,0,1,1,0,0.03046616909335617,0.0007268146138191685,0.017524151875982923,0.0,0.03180676790625373,0.0007066804861961744,0.04475730195419206,9.793360101850946e-05,0.021162703846632644,0.0,0.013571665011585568,0.0,0.020135214579659024,0.0,0.014714714714714715,0.0,0.024390243902439025,0.0009161983874908379,0.0199700449326011,0.004626569729015202,0.014256619144602852,0.0
weeks till pick camera though think group cemetery shoot october make photography,['photography'],0,1,0,0,1,0,1,0,0,0,0,0.01969900893184877,0.0,0.021792855538081333,0.001288961799859386,0.02008848499342341,0.0,0.020592561462492123,0.0010772696112036036,0.019295406448400346,0.0005523474767762992,0.011916583912611717,0.0,0.02292768959435626,0.0006749294391949932,0.015615615615615615,0.0,0.022875321920921073,0.0,0.008986520219670495,0.0,0.01374745417515275,0.0
morgannbroom yes redheart redheart amp cheering homecoming game,[],0,0,0,0,1,1,1,0,0,0,0,0.020555487581059587,0.0,0.02044484385531341,0.00023435669088352472,0.021523376778667946,0.0,0.018911536036982556,0.0,0.03635005601892195,0.000803414511674617,0.03707381661701423,0.002199661590524535,0.028659611992945328,0.0005522149957049945,0.013213213213213212,0.0,0.019845477957885167,0.0,0.012481278082875687,0.0,0.019857433808553974,0.0
shy freshman year guy introduced asking spoke english,[],0,1,0,0,1,0,0,0,1,0,0,0.0070965373791753335,0.0,0.007189395641428893,0.0008202484180923365,0.007772330503407868,0.0,0.0073544862366043285,0.0,0.007220216606498195,0.0004017072558373086,0.0026481297583581596,0.00016920473773265651,0.006466784244562021,0.0,0.006906906906906906,0.0,0.008029086502045145,0.00042755924749572437,0.002995506739890165,0.0,0.004582484725050916,0.0
love happiness sadness feelings dependent another person,[],0,0,0,0,0,1,1,0,0,0,1,0.011378930625229414,4.845430758794457e-05,0.007863401482812851,0.0,0.01279445175176372,4.7112032413078303e-05,0.00945576801849128,0.0,0.030623677331009586,0.00010042681395932714,0.058920887123469046,0.0011844331641285956,0.03057025279247502,0.0004908577739599951,0.018618618618618618,0.0,0.024844720496894408,0.0001221597849987784,0.0024962556165751375,0.0,0.02036659877800407,0.0018826482585503608
wabermes ravallirepublic good one reporter quit,[],0,0,0,0,0,0,0,0,0,0,0,0.016028386149516703,0.0,0.015277465738036398,0.0,0.015544661006815735,0.0,0.013027947047699096,0.0,0.027760487987053405,0.0,0.019860973187686197,0.0,0.02924750146972369,0.0,0.015915915915915915,0.0007476076555023923,0.017573094985608242,0.000305399462496946,0.0044932601098352475,0.0,0.02189409368635438,0.0
biglepley angela31694996 theindigoarrow want start biker gang together gta online biker dlc comes,[],0,1,0,0,1,0,1,0,0,0,0,0.014070720665606265,0.0,0.02179285553808133,0.0015233184907429106,0.013511897644385986,0.0,0.012397562513133011,0.0,0.018672973982322916,0.0006025608837559628,0.00827540549486925,0.0,0.02204585537918871,0.0007976438826849919,0.01201201201201201,0.0,0.01317982123920618,6.10798924993892e-05,0.0044932601098352475,0.0,0.010183299389002035,0.0
kristiann1125 lol wow gon say really haha seen chris nah dont even snap anymore dude,[],1,0,1,0,1,0,0,0,0,1,0,0.040009788327419554,0.0006783603062312239,0.027858908110536956,0.0,0.04316632787277293,0.0006595684537830961,0.024164740491699935,0.0001958672020370189,0.037843893937507776,0.0007029876977152898,0.024164184045018206,0.0,0.024103468547912985,0.0,0.028528528528528527,0.00014952153110047846,0.03650961975458264,6.10798924993892e-05,0.038442336495257114,0.004626569729015202,0.012729124236252541,0.0
possible changing meds best done stress difficult tell part despair circumstantial drugs,[],0,0,0,0,0,0,0,0,1,0,0,0.01492719931481708,0.0,0.01011008762075938,0.0,0.013751046275260073,0.0,0.012607690691321706,0.0,0.01381800074691896,0.0,0.009268454154253558,0.0,0.01675485008818342,0.0,0.01021021021021021,0.0,0.018633540372670808,0.0006718788174932812,0.006989515726410385,0.0,0.009164969450101835,0.0
ive felt surprisingly gloomy bad scouts today recognize rng yeah didnt spend many gems,[],0,0,0,0,0,0,1,1,1,0,0,0.019454300746359964,0.0,0.00943608177937542,0.0,0.020686356570608633,0.0,0.017860895146039085,0.0,0.01829951450267646,0.0,0.012578616352201259,0.0,0.0205761316872428,0.0007976438826849919,0.02732732732732733,0.0019437799043062196,0.02908650204514468,0.0007940386024920596,0.00798801797304044,0.0,0.010183299389002037,0.0
also definitely still bitter yellow ranger asian asian representation hollywood essentially shrug anyway,[],1,0,1,0,0,0,0,0,0,0,0,0.021044903952037192,0.0006783603062312239,0.006740058413839586,0.0,0.02128422814779386,0.0006124564213700178,0.013027947047699096,0.0,0.01120378438939375,5.021340697966357e-05,0.007613373055279708,0.0,0.01219870664315109,0.0,0.014414414414414415,0.0,0.02090592334494774,6.10798924993892e-05,0.0054917623564653024,0.0,0.0050916496945010185,0.0
mascritical irony protesting kind stuff orwellian nightmare think fighting,[],1,0,1,0,0,0,0,0,0,0,0,0.0159060320567723,0.0004360887682915011,0.010334756234554033,0.0,0.016740404161186176,0.0004240082917177047,0.02542550956083211,0.0,0.00834059504543757,0.0,0.005627275736511089,0.0,0.008965314520870077,0.0,0.015915915915915915,0.0,0.01817906377821542,0.0,0.0064902646030953574,0.0,0.007637474541751527,0.0
loismackey dory nah way horrible,[],1,0,1,0,0,0,0,0,0,0,0,0.013091887923651046,0.00019381723035177828,0.0056167153448663226,0.0,0.01446849216788234,0.00018844812965231321,0.01113679344400084,0.0,0.006722270633636251,0.0,0.005627275736511089,0.0,0.007789535567313345,0.0,0.006006006006006006,0.0,0.00787759430389335,0.0,0.0044932601098352475,0.0,0.006619144602851324,0.0
maryamnsharif think becz much terror pak urself leader forgot difference btw leader terrorist,[],1,0,1,1,0,0,0,0,0,0,0,0.022757861250458828,0.0005814516910553348,0.012132105144911257,0.0,0.023436565825660654,0.0005653443889569395,0.03551166211388947,0.001175203212222113,0.015311838665504791,0.0,0.012578616352201257,0.0,0.013080540858318637,0.0,0.01981981981981982,0.0,0.019845477957885167,0.0,0.008487269096355467,0.0,0.008146639511201629,0.0
angel delight everything,[],0,0,0,0,1,1,0,0,0,0,0,0.001957665483910437,0.0,0.0022466861379465287,0.0,0.0016740404161186178,0.0,0.0014708972473208657,0.0,0.007469189592929167,0.00010042681395932714,0.006289308176100629,0.00033840947546531303,0.007789535567313345,0.0,0.0009009009009009009,0.0,0.002575367368580518,0.0,0.0014977533699450823,0.0,0.004582484725050916,0.0
puzzle investing opening portland feodal population correlative straight snorting infuriate xlzjyhg,[],1,1,0,0,0,0,0,0,0,0,0,0.003670622782332069,0.0004845430758794456,0.003370029206919794,0.0011717834544176236,0.0023914863087408826,0.0,0.0008405127127547804,0.0,0.0008714054525084029,0.0,0.0006620324395895399,0.0,0.0007348618459729571,0.0,0.0009009009009009008,0.0,0.0012119375852143615,0.0,0.00199700449326011,0.0,0.0005091649694501018,0.0
dire need worship session let everything,[],0,1,0,1,0,0,1,0,1,0,0,0.01333659610913985,0.0,0.013480116827679176,0.0005858917272088118,0.012435728805452588,0.0,0.01071653708762345,0.0004896680050925472,0.014315946719780905,0.0,0.013902681231380339,0.0,0.02072310405643739,0.0003067861087249969,0.008108108108108107,0.0,0.012119375852143614,0.000305399462496946,0.0014977533699450825,0.0,0.010692464358452137,0.0
brb going sulk bed friday,[],1,0,1,0,1,0,0,1,1,0,0,0.012357763367184632,0.0002907258455276674,0.008537407324196809,0.00023435669088352472,0.012196580174578501,0.00023556016206539152,0.01071653708762345,0.0,0.008714054525084029,0.00020085362791865427,0.003641178417742469,0.0,0.006613756613756613,0.0,0.012612612612612614,0.0007476076555023923,0.014391758824420543,0.0004275592474957244,0.0034947578632051925,0.0,0.0035641547861507126,0.0
